pal_id,world,x,y,time_of_day,level,is_boss
84:1,palpagos,6980,430780,both,34,false
84:1,palpagos,8746,342815,both,34,false
84:1,palpagos,10637,252412,both,34,false
84:1,palpagos,13315,256973,both,34,false
84:1,palpagos,15197,347190,both,34,false
84:1,palpagos,17441,299891,both,36,false
84:1,palpagos,19770,379682,both,34,false
84:1,palpagos,22221,335336,both,34,false
84:1,palpagos,25144,441241,both,34,false
84:1,palpagos,27153,276880,both,34,false
84:1,palpagos,29589,419927,both,36,false
84:1,palpagos,31489,373505,both,34,false
84:1,palpagos,35007,285238,both,34,false
84:1,palpagos,37792,432675,both,34,false
84:1,palpagos,39821,304802,both,34,false
84:1,palpagos,44030,339113,both,34,false
84:1,palpagos,47299,333013,both,34,false
84:1,palpagos,49797,342384,both,34,false
84:1,palpagos,52092,352111,both,34,false
84:1,palpagos,55935,289470,both,34,false
84:1,palpagos,59201,431901,both,34,false
84:1,palpagos,61430,398121,both,34,false
84:1,palpagos,65094,397581,both,34,false
84:1,palpagos,69059,281320,both,34,false
84:1,palpagos,75297,379416,both,34,false
84:1,palpagos,81620,382998,both,34,false
84:1,palpagos,87825,332280,both,34,false
84:1,palpagos,93570,376605,both,34,false
84:1,palpagos,100530,336810,both,34,false
84:1,palpagos,105846,326564,both,34,false
84:1,palpagos,112289,290407,both,34,false
84:1,palpagos,118088,364726,both,34,false
84:1,palpagos,123928,310567,both,34,false
84:1,palpagos,128634,385118,both,34,false
84:1,palpagos,134959,388781,both,34,false
84:1,palpagos,138914,367807,both,34,false
84:1,palpagos,141657,280154,both,34,false
84:1,palpagos,144342,329789,both,36,false
84:1,palpagos,148729,308510,both,34,false
84:1,palpagos,154866,364167,both,36,false
84:1,palpagos,161201,334092,both,36,false
84:1,palpagos,166691,338636,both,36,false
84:1,palpagos,169209,384830,both,34,false
84:1,palpagos,173804,362824,both,34,false
84:1,palpagos,179657,325971,both,34,false
84:1,palpagos,188805,323487,both,34,false
84:1,palpagos,-46108,302548,both,47,true
138:1,worldTree,622499,-751090,both,75,false
138:1,worldTree,622525,-746105,both,75,false
138:1,worldTree,622621,-755397,both,75,false
138:1,palpagos,-558870,-619481,both,70,true
109:1,palpagos,-503848,-27432,both,,false
109:1,palpagos,-503080,-27360,both,,false
109:1,palpagos,-502316,-27279,both,,false
109:1,palpagos,-491350,-44910,both,,false
109:1,palpagos,-490979,-45066,both,,false
109:1,palpagos,-487633,-43043,both,,false
109:1,palpagos,-487127,-42794,both,,false
109:1,palpagos,-477346,-114311,both,28,false
109:1,palpagos,-476007,-123392,both,28,false
109:1,palpagos,-473654,-109904,both,28,false
109:1,palpagos,-470140,-73256,both,28,false
109:1,palpagos,-460098,-108463,both,28,false
109:1,palpagos,-450830,-46740,both,28,false
109:1,palpagos,-441224,-200667,both,28,false
109:1,palpagos,-433844,-11176,both,27,false
109:1,palpagos,-420114,-211182,both,28,false
109:1,palpagos,-397347,-213137,both,40,false
109:1,palpagos,-391683,-217229,both,40,false
109:1,palpagos,-384767,-222773,both,40,false
109:1,palpagos,-371505,-222686,both,40,false
109:1,palpagos,-349847,19178,both,25,false
109:1,palpagos,-329773,11254,both,25,false
109:1,palpagos,-317778,-235189,both,42,false
109:1,palpagos,-309382,-232557,both,42,false
109:1,palpagos,-300040,-230126,both,42,false
109:1,palpagos,-277073,-20254,both,25,false
109:1,palpagos,-263205,-32909,both,25,false
109:1,palpagos,-246151,-206960,both,42,false
109:1,palpagos,-229369,-194779,both,42,false
109:1,palpagos,-223293,-193935,both,42,false
109:1,palpagos,-40350,442540,both,,false
109:1,palpagos,-39118,301993,both,,false
109:1,palpagos,-38306,301772,both,,false
109:1,palpagos,-36698,562296,both,,false
109:1,palpagos,-36066,562448,both,,false
109:1,palpagos,-31548,563829,both,,false
109:1,palpagos,-30753,563428,both,,false
109:1,palpagos,-28647,581920,both,,false
109:1,palpagos,-27920,581680,both,,false
109:1,palpagos,-13491,-63012,both,48,false
109:1,palpagos,-4010,-68808,both,48,false
109:1,palpagos,1975,-77269,both,48,false
109:1,palpagos,4646,-161228,both,48,false
109:1,palpagos,9052,-165071,both,48,false
109:1,palpagos,9716,366108,both,,false
109:1,palpagos,10361,366191,both,,false
109:1,palpagos,11471,-152156,both,48,false
109:1,palpagos,12914,-72287,both,48,false
109:1,palpagos,14188,359738,both,,false
109:1,palpagos,14859,360535,both,,false
109:1,palpagos,15861,-86404,both,48,false
109:1,palpagos,17664,-104540,both,48,false
109:1,palpagos,20330,-151459,both,48,false
109:1,palpagos,21513,-116336,both,48,false
109:1,palpagos,24417,-88436,both,48,false
109:1,palpagos,26654,-125096,both,48,false
109:1,palpagos,28230,-130032,both,48,false
109:1,palpagos,30082,-103626,both,48,false
109:1,palpagos,33301,-115029,both,48,false
109:1,palpagos,35429,-85857,both,48,false
109:1,palpagos,38589,-90106,both,48,false
109:1,palpagos,42548,-117514,both,48,false
109:1,palpagos,141467,341082,both,,false
109:1,palpagos,141938,341172,both,,false
109:1,palpagos,149585,469907,both,,false
109:1,palpagos,149839,469500,both,,false
109:1,palpagos,150288,347466,both,,false
109:1,palpagos,150610,448541,both,,false
109:1,palpagos,150853,447938,both,,false
109:1,palpagos,151370,447722,both,,false
109:1,palpagos,156899,351997,both,,false
109:1,palpagos,157490,351510,both,,false
171:1,worldTree,579115,-582725,both,75,false
171:1,worldTree,581010,-586890,both,75,false
171:1,worldTree,585960,-586235,both,75,false
171:1,worldTree,590610,-587630,both,75,false
171:1,worldTree,594230,-594325,both,75,false
171:1,worldTree,596218,-587630,both,75,false
171:1,worldTree,596495,-598040,both,75,false
171:1,worldTree,597880,-594560,both,75,false
171:1,worldTree,598440,-600775,both,75,false
171:1,worldTree,599315,-604335,both,75,false
171:1,worldTree,602205,-605480,both,75,false
171:1,worldTree,602545,-595815,both,75,false
171:1,worldTree,603555,-602650,both,75,false
171:1,worldTree,605065,-598600,both,75,false
171:1,worldTree,605360,-608475,both,75,false
171:1,worldTree,605790,-616460,both,75,false
171:1,worldTree,606065,-605255,both,75,false
171:1,worldTree,606655,-590165,both,75,false
171:1,worldTree,609260,-610030,both,75,false
171:1,worldTree,610548,-592982,both,75,false
171:1,worldTree,613440,-587645,both,75,false
171:1,worldTree,614075,-595570,both,75,false
171:1,worldTree,617685,-591900,both,75,false
171:1,worldTree,618175,-604800,both,75,false
171:1,worldTree,618405,-598720,both,75,false
171:1,worldTree,627024,-610782,both,75,false
32:1,palpagos,-443911,196266,both,20,false
32:1,palpagos,-443788,168747,both,20,false
32:1,palpagos,-439179,172225,both,20,false
32:1,palpagos,-435097,178895,both,20,false
32:1,palpagos,-434952,191658,both,20,false
32:1,palpagos,-433442,173034,both,20,false
32:1,palpagos,-431931,164582,both,20,false
32:1,palpagos,-431007,171076,both,20,false
32:1,palpagos,-430037,185204,both,20,false
32:1,palpagos,-429590,177679,both,20,false
32:1,palpagos,-426116,168231,both,20,false
32:1,palpagos,-424355,185842,both,20,false
32:1,worldTree,432395,-738990,both,80,false
32:1,worldTree,440875,-705850,both,80,false
32:1,worldTree,481910,-728450,both,80,false
32:1,worldTree,484050,-616590,both,80,false
32:1,worldTree,501340,-553790,both,80,false
32:1,worldTree,504895,-634410,both,80,false
32:1,worldTree,505061,-544208,both,80,false
32:1,worldTree,507600,-534060,both,80,false
32:1,worldTree,507830,-739460,both,80,false
32:1,worldTree,511395,-588755,both,80,false
32:1,worldTree,519080,-684705,both,80,false
32:1,worldTree,522790,-546340,both,80,false
32:1,worldTree,530795,-714440,both,80,false
32:1,worldTree,539955,-583230,both,80,false
32:1,worldTree,562240,-739265,both,80,false
32:1,worldTree,563900,-594970,both,80,false
32:1,worldTree,584800,-629000,both,80,false
32:1,worldTree,599576,-591256,both,80,false
32:1,worldTree,613035,-603440,both,80,false
32:1,worldTree,622300,-711610,both,80,false
32:1,worldTree,622665,-753354,both,80,false
81:1,worldTree,522155,-745225,both,75,false
81:1,worldTree,532182,-701928,both,75,false
81:1,worldTree,534738,-706440,both,75,false
81:1,worldTree,536560,-728150,both,75,false
81:1,worldTree,537818,-734671,both,75,false
81:1,worldTree,541852,-723342,both,75,false
81:1,worldTree,542200,-711570,both,75,false
81:1,worldTree,543616,-736711,both,75,false
81:1,worldTree,544420,-728152,both,75,false
81:1,worldTree,547235,-714725,both,75,false
81:1,worldTree,547716,-725012,both,75,false
81:1,worldTree,548191,-738091,both,75,false
81:1,worldTree,551400,-732239,both,75,false
81:1,worldTree,553037,-726438,both,75,false
81:1,worldTree,554705,-740008,both,75,false
81:1,worldTree,555229,-719103,both,75,false
81:1,worldTree,558106,-731894,both,75,false
81:1,worldTree,562301,-736067,both,75,false
81:1,worldTree,563825,-729058,both,75,false
81:1,worldTree,568542,-736469,both,75,false
81:1,worldTree,568885,-741590,both,75,false
81:1,worldTree,570230,-724500,both,75,false
81:1,worldTree,576055,-736938,both,75,false
81:1,worldTree,580393,-729723,both,75,false
81:1,worldTree,581680,-740827,both,75,false
81:1,worldTree,582878,-735312,both,75,false
81:1,worldTree,587430,-729135,both,75,false
81:1,worldTree,592285,-733355,both,75,false
81:1,worldTree,598545,-730385,both,75,false
81:1,worldTree,599680,-686070,both,75,false
81:1,worldTree,600560,-718805,both,75,false
81:1,worldTree,600640,-713000,both,75,false
81:1,worldTree,600790,-716610,both,75,false
81:1,worldTree,600910,-727005,both,75,false
81:1,worldTree,601420,-709680,both,75,false
81:1,worldTree,603110,-706630,both,75,false
81:1,worldTree,603497,-688717,both,75,false
81:1,worldTree,603618,-723650,both,75,false
81:1,worldTree,605023,-677895,both,75,false
81:1,worldTree,605415,-696625,both,75,false
81:1,worldTree,605483,-701166,both,75,false
81:1,worldTree,606037,-684779,both,75,false
81:1,worldTree,606627,-691522,both,75,false
81:1,worldTree,607185,-747610,both,75,false
81:1,worldTree,608070,-704260,both,75,false
81:1,worldTree,608512,-672005,both,75,false
81:1,worldTree,608940,-747860,both,75,false
81:1,worldTree,610315,-753050,both,75,false
81:1,worldTree,611070,-745535,both,75,false
81:1,worldTree,612340,-707635,both,75,false
81:1,worldTree,612835,-713360,both,75,false
81:1,worldTree,613085,-744505,both,75,false
81:1,worldTree,614110,-752635,both,75,false
81:1,worldTree,614855,-711350,both,75,false
81:1,worldTree,615405,-746590,both,75,false
81:1,worldTree,616365,-754265,both,75,false
81:1,worldTree,616585,-715590,both,75,false
81:1,worldTree,617415,-709830,both,75,false
81:1,worldTree,617845,-713505,both,75,false
81:1,worldTree,618085,-707560,both,75,false
81:1,worldTree,618470,-754190,both,75,false
81:1,worldTree,620310,-720000,both,75,false
81:1,worldTree,620745,-714800,both,75,false
81:1,worldTree,621365,-708840,both,75,false
81:1,worldTree,622845,-727675,both,75,false
81:1,worldTree,624711,-722874,both,75,false
81:1,worldTree,625075,-714910,both,75,false
81:1,worldTree,626313,-709059,both,75,false
81:1,worldTree,626715,-712945,both,75,false
63:1,palpagos,-114516,249850,both,33,false
63:1,palpagos,-112014,239836,both,33,false
63:1,palpagos,-109434,249370,both,33,false
63:1,palpagos,-109248,233333,both,33,false
63:1,palpagos,-109246,254684,both,33,false
63:1,palpagos,-108931,244450,both,33,false
63:1,palpagos,-103939,255171,both,33,false
63:1,palpagos,-103772,232987,both,33,false
63:1,palpagos,-103598,243848,both,33,false
63:1,palpagos,-98708,232943,both,33,false
63:1,palpagos,-98454,238283,both,33,false
63:1,palpagos,-98334,259985,both,33,false
63:1,palpagos,-94658,265241,both,33,false
63:1,palpagos,-93052,270353,both,33,false
63:1,palpagos,-92402,233199,both,33,false
63:1,palpagos,-87377,233263,both,33,false
63:1,palpagos,-84350,269833,both,33,false
63:1,palpagos,-82845,234036,both,33,false
63:1,palpagos,-81812,267312,both,33,false
63:1,palpagos,-81504,261774,both,33,false
63:1,palpagos,-77168,260508,both,33,false
63:1,palpagos,-58552,-141964,both,53,false
63:1,palpagos,-56752,-146823,both,53,false
63:1,palpagos,-56748,-138177,both,53,false
63:1,palpagos,-56302,-160482,both,53,false
63:1,palpagos,-55701,-165319,both,53,false
63:1,palpagos,-52568,-156808,both,53,false
63:1,palpagos,-52107,-142298,both,53,false
63:1,palpagos,-50704,-151062,both,53,false
63:1,palpagos,-50306,-147157,both,53,false
63:1,palpagos,-49692,-138816,both,53,false
63:1,palpagos,-48702,-163768,both,53,false
63:1,palpagos,-48639,-153164,both,53,false
63:1,palpagos,-47661,-157822,both,53,false
63:1,palpagos,-47066,-169104,both,53,false
63:1,palpagos,-45701,-136956,both,53,false
63:1,palpagos,-45319,-161310,both,53,false
63:1,palpagos,-44158,-151784,both,53,false
63:1,palpagos,-43901,-141815,both,53,false
63:1,palpagos,-43519,-166168,both,53,false
63:1,palpagos,-42358,-156643,both,53,false
63:1,palpagos,-42233,-147822,both,53,false
63:1,palpagos,-40914,-133440,both,53,false
63:1,palpagos,-39420,-140435,both,53,false
63:1,palpagos,-39155,-137678,both,53,false
63:1,palpagos,-36969,-147549,both,53,false
63:1,palpagos,-35952,-151301,both,53,false
63:1,palpagos,-33887,-153403,both,53,false
63:1,palpagos,-32596,-145350,both,53,false
63:1,palpagos,-31148,-163256,both,53,false
63:1,palpagos,-30554,-158713,both,53,false
63:1,palpagos,-29559,-153352,both,53,false
63:1,palpagos,-29161,-156260,both,53,false
63:1,palpagos,-28741,-160951,both,53,false
63:1,palpagos,-26223,-151239,both,53,false
63:1,worldTree,432395,-738990,both,80,false
63:1,worldTree,440875,-705850,both,80,false
63:1,worldTree,481910,-728450,both,80,false
63:1,worldTree,484050,-616590,both,80,false
63:1,worldTree,501340,-553790,both,80,false
63:1,worldTree,504895,-634410,both,80,false
63:1,worldTree,505061,-544208,both,80,false
63:1,worldTree,507600,-534060,both,80,false
63:1,worldTree,507830,-739460,both,80,false
63:1,worldTree,511395,-588755,both,80,false
63:1,worldTree,519080,-684705,both,80,false
63:1,worldTree,522790,-546340,both,80,false
63:1,worldTree,530795,-714440,both,80,false
63:1,worldTree,539955,-583230,both,80,false
63:1,worldTree,562240,-739265,both,80,false
63:1,worldTree,563900,-594970,both,80,false
63:1,worldTree,584800,-629000,both,80,false
63:1,worldTree,599576,-591256,both,80,false
63:1,worldTree,613035,-603440,both,80,false
63:1,worldTree,622300,-711610,both,80,false
63:1,worldTree,622665,-753354,both,80,false
188:1,palpagos,-887464,-461400,both,65,false
188:1,palpagos,-885571,-472643,both,65,false
188:1,palpagos,-883571,-416439,both,65,false
188:1,palpagos,-883246,-479712,both,65,false
188:1,palpagos,-882556,-395180,both,65,false
188:1,palpagos,-881492,-471832,both,65,false
188:1,palpagos,-880236,-386834,both,65,false
188:1,palpagos,-878986,-475498,both,65,false
188:1,palpagos,-878485,-463665,both,65,false
188:1,palpagos,-877409,-426798,both,65,false
188:1,palpagos,-874702,-396524,both,65,false
188:1,palpagos,-873730,-460315,both,65,false
188:1,palpagos,-871012,-416707,both,65,false
188:1,palpagos,-870226,-429458,both,65,false
188:1,palpagos,-868481,-407520,both,65,false
188:1,palpagos,-867160,-387049,both,65,false
188:1,palpagos,-866824,-464381,both,65,false
188:1,palpagos,-865373,-460315,both,65,false
188:1,palpagos,-864694,-427804,both,65,false
188:1,palpagos,-862936,-439460,both,65,false
188:1,palpagos,-861057,-417745,both,65,false
188:1,palpagos,-860292,-446041,both,65,false
188:1,palpagos,-859673,-457705,both,65,false
188:1,palpagos,-858245,-401345,both,65,false
188:1,palpagos,-854268,-456158,both,65,false
188:1,palpagos,-853826,-419390,both,65,false
188:1,palpagos,-853101,-385255,both,65,false
188:1,palpagos,-852661,-400196,both,65,false
188:1,palpagos,-851112,-440448,both,65,false
188:1,palpagos,-849250,-451670,both,65,false
188:1,palpagos,-847559,-443601,both,65,false
188:1,palpagos,-846009,-360181,both,65,false
188:1,palpagos,-845253,-387184,both,65,false
188:1,palpagos,-843336,-413422,both,65,false
188:1,palpagos,-841873,-442532,both,65,false
188:1,palpagos,-840018,-385989,both,65,false
188:1,palpagos,-837484,-391984,both,65,false
188:1,palpagos,-836315,-355632,both,65,false
188:1,palpagos,-835704,-29738,both,67,false
188:1,palpagos,-834935,-23542,both,67,false
188:1,palpagos,-834581,-394745,both,65,false
188:1,palpagos,-833610,-361209,both,65,false
188:1,palpagos,-833059,-36672,both,67,false
188:1,palpagos,-832696,-25114,both,67,false
188:1,palpagos,-832171,-387658,both,65,false
188:1,palpagos,-831485,-352662,both,65,false
188:1,palpagos,-831038,-413325,both,65,false
188:1,palpagos,-830353,-366159,both,65,false
188:1,palpagos,-828629,-391885,both,65,false
188:1,palpagos,-828365,-357415,both,65,false
188:1,palpagos,-827583,-33195,both,67,false
188:1,palpagos,-826638,-383616,both,65,false
188:1,palpagos,-825941,-361854,both,65,false
188:1,palpagos,-825566,-30054,both,67,false
188:1,palpagos,-823887,-1987,both,67,false
188:1,palpagos,-823579,-353624,both,65,false
188:1,palpagos,-822762,-36137,both,67,false
188:1,palpagos,-822157,1194,both,67,false
188:1,palpagos,-821897,-10763,both,67,false
188:1,palpagos,-819872,-359456,both,65,false
188:1,palpagos,-817190,-366428,both,65,false
188:1,palpagos,-815712,-377479,both,65,false
188:1,palpagos,-815083,-356273,both,65,false
188:1,palpagos,-813763,-410142,both,65,false
188:1,palpagos,-811381,-12802,both,67,false
188:1,palpagos,-810982,-37949,both,67,false
188:1,palpagos,-808651,-367963,both,65,false
188:1,palpagos,-805720,-371495,both,65,false
188:1,palpagos,-803008,-376541,both,65,false
188:1,palpagos,-796613,-387424,both,65,false
188:1,palpagos,-793630,-392812,both,65,false
188:1,palpagos,-786541,-384879,both,65,false
188:1,worldTree,432395,-738990,both,80,false
188:1,worldTree,440875,-705850,both,80,false
188:1,worldTree,453565,-734665,both,76,false
188:1,worldTree,456190,-730345,both,76,false
188:1,worldTree,458840,-729020,both,76,false
188:1,worldTree,458890,-738520,both,76,false
188:1,worldTree,459495,-735055,both,76,false
188:1,worldTree,462370,-738715,both,76,false
188:1,worldTree,463015,-729790,both,76,false
188:1,worldTree,465310,-728850,both,76,false
188:1,worldTree,465525,-725520,both,76,false
188:1,worldTree,466715,-736290,both,76,false
188:1,worldTree,467875,-743380,both,76,false
188:1,worldTree,469375,-734455,both,76,false
188:1,worldTree,470795,-731630,both,76,false
188:1,worldTree,471060,-740295,both,76,false
188:1,worldTree,472630,-726095,both,76,false
188:1,worldTree,472795,-745920,both,76,false
188:1,worldTree,473415,-736035,both,76,false
